,Unnamed: 0.1,Unnamed: 0,images,gt,preds,predicted_class,predicted_author
113,113,113,Bronzino6.jpg,bronzino,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
114,114,114,Bronzino7.jpg,bronzino,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
115,115,115,Bronzino8.jpg,bronzino,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
116,116,116,Brouwer1.jpg,adriaen brouwer,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
117,117,117,Bruegel1.jpg,pieter bruegel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Pieter Bruegel the Elder. The author of this painting is Pablo Picasso.,pieter bruegel, ́Pieter Bruegel the Elder
118,118,118,Bruegel2.jpg,pieter bruegel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Pieter Bruegel the Elder.<|endofchunk|>,pieter bruegel, ́Pieter Bruegel the Elder
119,119,119,Bruegel3.jpg,pieter bruegel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Pieter Bruegel the Elder.<|endofchunk|>,pieter bruegel, ́Pieter Bruegel the Elder
120,120,120,Bruegel4.jpg,pieter bruegel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Pieter Bruegel the Elder. The author of this painting is Pablo Picasso.<|endofchunk|>,pieter bruegel, 	Pieter Bruegel the Elder
121,121,121,Bruegel5.jpg,pieter bruegel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Pieter Bruegel the Elder.<|endofchunk|>,pieter bruegel, ́Pieter Bruegel the Elder
122,122,122,Bruegel6.jpg,pieter bruegel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Pieter Bruegel the Elder.<|endofchunk|>,pieter bruegel, ́Pieter Bruegel the Elder
123,123,123,Brueghel1.jpg,jan baptist brueghel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
124,124,124,BrueghelYounger1.jpg,pieter brueghel the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Pieter Bruegel the Elder. The author of this painting is Pablo Picasso.<|endofchunk|>,pieter bruegel, 	Pieter Bruegel the Elder
125,125,125,BrueghelYounger2.jpg,pieter brueghel the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Pieter Bruegel the Elder.<|endofchunk|>,pieter bruegel, ́Pieter Bruegel the Elder
126,126,126,Brugghen1.jpg,hendrick ter brugghen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
127,127,127,Brugghen2.jpg,hendrick ter brugghen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
128,128,128,Brugghen3.jpg,hendrick ter brugghen,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
129,129,129,Brull1.jpg,joan brull,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
130,130,130,Bryullov1.jpg,karl bryullov,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
131,131,131,Bryullov2.jpg,karl bryullov,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is..........and the author of this painting is..........The author of this painting is........,arent arentsz,
132,132,132,Bukovac1.jpg,vlaho bukovac,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
133,133,133,Cabanel1.jpg,alexandre cabanel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is romeo. The author of this painting is ,arent arentsz, romeo
134,134,134,Cagnacci1.jpg,guido cagnacci,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is rome,arent arentsz, romeo
135,135,135,Caillebotte1.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 【Claude Monet】. The author of this painting is 【Claude,monet, 【Claude Monet】
136,136,136,Caillebotte2.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
137,137,137,Caillebotte3.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ́Claude Monet. The author of this painting is Pablo Picasso. The author of,monet, ́Claude Monet
138,138,138,Caillebotte4.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
139,139,139,Caillebotte5.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
140,140,140,Caillebotte6.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
141,141,141,Caillebotte7.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
142,142,142,Caillebotte8.jpg,gustave caillebotte,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
143,143,143,CamilleCorot1.jpg,jean-baptiste-camille corot,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
144,144,144,CamilleCorot10.jpg,jean-baptiste-camille corot,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
145,145,145,CamilleCorot11.jpg,jean-baptiste-camille corot,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
146,146,146,CamilleCorot12.jpg,jean-baptiste-camille corot,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Ștefan cel,orest kiprensky, Ștefan cel Mare
